COUNTRY,CONTI-NENT,CODE,UNIVERSITY/ORGANIZATION,FORMER/ OTHER NAMES,ABBRE-VIATION,FACULTY/ DEPARTMENT,SIGNING,EXPIRY,"EXPIRY
CHECK",LEVEL OF COOPERATION,TYPE OF COOPERATION,NOTE,UPDATED
LUXEMBOURG,Europe,LU001-2014B261,"Luxembourg, University of",,,"Faculty of Law, Economics and Finance",14-Nov-2014,13-Nov-2019,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
LUXEMBOURG,Europe,LU001-2016B261,"Luxembourg, University of",,,,17-Oct-2016,31-Dec-2018,0,Faculty of Commerce and Accountancy,Student Exchange,Erasmus+,29-Jun-17
MACAU,Asia,MO001-2005B261,"Macau, University of ",,,Faculty of Business Administration,23-Dec-2005,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
MALAYSIA,Asia,MY011-2016A001,"Kebangsaan Malaysia, Universiti",,,,12-May-2016,11-May-2021,1,University,General Cooperation,,12-May-16
MALAYSIA,Asia,MY001-1992A001,"Malaya, University of",,,,25-Dec-1992,unlimited,1,University,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY001-2006A001,"Malaya, University of",,,,26-Jun-2006,25-Jun-2011,0,University,General Cooperation,,9-Sep-15
MALAYSIA,Asia,,"Malaya, University of",,,,24-Apr-2019,23-Apr-2024,1,Faculty of Arts,Student Exchange,,25-Apr-19
MALAYSIA,Asia,MY001-2010B211,"Malaya, University of",,,Faculty of Engineering,11-Feb-2010,auto renew,1,Faculty of Engineering,Student Exchange,,9-Sep-15
MALAYSIA,Asia,MY002-2012A521,Malaysia Institute for Supply Chain Innovation,,,,27-Mar-2012,26-Mar-2017,0,Graduate School,General Cooperation,,9-Sep-15
MALAYSIA,Asia,,Management and Science University,,,"School of Pharmacy, Management and Science",26-Apr-2019,auto renew,1,Faculty of Pharmaceutical Sciences,General Cooperation,,7-May-19
MALAYSIA,Asia,MY003-2012A001,Monash University Sunway Campus Malaysia,,,,29-Feb-2012,28-Feb-2017,0,University,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY004-2012A921,"Putra Malaysia, Universiti",Universiti Pertanian,,Halal Products Research Institute,13-Oct-2012,12-Oct-2017,0,Halal Science Center,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY004-1996A001,"Putra Malaysia, Universiti",Universiti Pertanian,,,21-Jun-1996,20-Jun-2001,0,University,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY005-1986F001,"Sains Malaysia, Universiti",,USM,,10-Dec-1986,9-Dec-1991,0,University,Research Collaboration / Joint Research,,9-Sep-15
MALAYSIA,Asia,MY005-2003A001,"Sains Malaysia, Universiti",,USM,,26-Aug-2003,25-Aug-2008,0,University,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY005-2003B001,"Sains Malaysia, Universiti",,USM,,26-Aug-2003,25-Aug-2008,0,University,Student Exchange,,9-Sep-15
MALAYSIA,Asia,MY005-2013A001,"Sains Malaysia, Universiti",,USM,,22-Aug-2013,21-Aug-2018,0,University,General Cooperation,เน้นกิจกรรมกับคณะวิศวกรรมศาสตร์,9-Sep-15
MALAYSIA,Asia,MY005-2013A002,"Sains Malaysia, Universiti",,USM,,1-Oct-2013,30-Sep-2016,0,University,General Cooperation,เน้นกิจกรรมกับคณะสถาปัตยกรรมศาสตร์,11-Sep-15
MALAYSIA,Asia,MY005-2014A271,"Sains Malaysia, Universiti",,USM,,25-Nov-2014,24-Nov-2017,0,Faculty of Education,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY005-2017A001,"Sains Malaysia, Universiti",,USM,,10-Aug-2017,9-Aug-2020,1,University,General Cooperation,เน้นกิจกรรมกับคณะสถาปัตยกรรมศาสตร์,20-Dec-18
MALAYSIA,Asia,MY012-2016B001,Taylor's University,,,,23-Aug-2016,22-Aug-2021,1,University,Student Exchange,,8-Sep-16
MALAYSIA,Asia,MY010-2015A231,"Teknikal MARA, Universiti",,,,7-Apr-2015,6-Apr-2018,0,Faculty of Science,General Cooperation,With Appendix on student exchange,9-Sep-15
MALAYSIA,Asia,MY006-2010B211,"Teknologi Malaysia, Universiti",,,Faculty of Computer Science and Information Systems,22-Sep-2010,21-Sep-2015,0,Faculty of Engineering,Student Exchange,,9-Sep-15
MALAYSIA,Asia,MY007-2002A251,"Teknologi MARA, Universiti",,,"Faculty of Architecture, Planning and Surveying",20-Mar-2002,19-Mar-2007,0,Faculty of Architecture,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY007-2007A251,"Teknologi MARA, Universiti",,,"Faculty of Architecture, Planning and Surveying",17-Dec-2007,16-Dec-2012,0,Faculty of Architecture,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY007-2017A781,"Teknologi MARA, Universiti",,,Faculty of Business and Management,6-Apr-2017,5-Apr-2020,1,Sasin,General Cooperation,,29-Jan-18
MALAYSIA,Asia,MY007-2017A001,"Teknologi MARA, Universiti",,,,8-Jun-2017,7-Jun-2020,1,University,General Cooperation,,13-Jun-17
MALAYSIA,Asia,MY008-2012A001,"Tenaga Nasional, Universiti",,,,26-Nov-2012,25-Nov-2017,0,University,General Cooperation,,9-Sep-15
MALAYSIA,Asia,MY009-2003A001,"Utara Malaysia, Universiti",,,,25-Jul-2003,2-Apr-2015,0,University,General Cooperation,Replaced by MOU signed on 3-Apr-2015,9-Sep-15
MALAYSIA,Asia,MY009-2015A001,"Utara Malaysia, Universiti",,,,3-Apr-2015,2-Apr-2020,1,University,General Cooperation,,9-Sep-15
MEXICO,America,MX002-2013A001,Autonomous University of Hidalgo State,,,,20-Nov-2013,19-Nov-2018,0,University,General Cooperation,สัญญาไม่ได้ผ่านวิรัชกิจฯ,9-Sep-15
MEXICO,America,MX001-2003O001,"Colima, University of",,,,12-Jun-2003,2-Jul-2004,0,University,Others: Letter of Intent,,9-Sep-15
MEXICO,America,MX001-2004A001,"Colima, University of",,,,2-Jul-2004,1-Jul-2009,0,University,General Cooperation,,9-Sep-15
MEXICO,America,MX001-2009A001,"Colima, University of",,,,3-Jun-2009,1-Jul-2014,0,University,General Cooperation,,9-Sep-15
MEXICO,America,MX001-2014A001,"Colima, University of",,,,15-May-2014,14-May-2019,0,University,General Cooperation,,9-Sep-15
MYANMAR,Asia,MM001-2018A211,Technological University (Kyaukse),,TU KSE,,16-Nov-2018,auto renew,,Faculty of Engineering,General Cooperation,,22-Nov-18
NETHERLANDS,Europe,NL001-1990A271,"Amsterdam, University of",,,,18-Jun-1990,unlimited,1,Faculty of Education,General Cooperation,,9-Sep-15
NETHERLANDS,Europe,NL001-2005B291,"Amsterdam, University of",,,Faculty of Economics & Econometrics,29-Aug-2005,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL002-2003B261,Amsterdam University of Applied Sciences,Hogeschool van Amsterdam,,HES Amsterdam School of Business,2-May-2003,unlimited,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL003-1985A001,Delft University of Technology,,,,30-Aug-1985,unlimited,1,University,General Cooperation,,9-Sep-15
NETHERLANDS,Europe,NL014-2015O001,Elsevier B.V.,,,,1-Dec-2015,30-Nov-2016,0,University,Others: Subscription Agreement,For SciVal,12-Feb-16
NETHERLANDS,Europe,NL004-2009B261,Erasmus University Rotterdam,,,Rotterdam School of Management,21-Aug-2009,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL005-2011B261,"Groningen, University of",,,Faculty of Economics & Business,28-Feb-2011,31-Jul-2014,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL005-2014B291,"Groningen, University of",,,Faculty of Economics & Business,30-Jun-2014,29-Jun-2017,0,Faculty of Economics,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL005-2017A001,"Groningen, University of",,,,22-Dec-2017,21-Dec-2022,1,University,General Cooperation,,11-Jan-18
NETHERLANDS,Europe,NL006-1995B001,Haagse Hogeschool,,,Institute of Higher European Studies,19-May-1995,unlimited,1,University,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL007-1991A001,"Leiden, the University of ",,,,18-Nov-1991,unlimited,1,University,General Cooperation,,9-Sep-15
NETHERLANDS,Europe,NL007-2014A221,"Leiden, the University of ",,,Faculty of Humanities,6-Feb-2014,5-Feb-2019,0,Faculty of Arts,General Cooperation,,12-May-16
NETHERLANDS,Europe,NL007-2014B221,"Leiden, the University of ",,,Faculty of Humanities,6-Feb-2014,5-Feb-2019,0,Faculty of Arts,Student Exchange,,12-May-16
NETHERLANDS,Europe,NL008-2008B261,Maastricht University,,,,26-Feb-2008,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL008-2018B291,Maastricht University,,,School of Business and Economics,1-Oct-2018,auto renew,1,Faculty of Economics,Student Exchange,,21-Nov-18
NETHERLANDS,Europe,NL009-2003B291,Tilburg University,,,Faculty of Economics and Business Administration,16-Sep-2003,15-Sep-2006,0,Faculty of Economics,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL009-2009B261,Tilburg University,,,Faculty of Economics and Business Administration,25-Aug-2009,31-Dec-2012,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL009-2013B291,Tilburg University,,,School of Economics and Management,2-Jul-2013,1-Jul-2016,0,Faculty of Economics,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL010-1988A311,Utrecht University,,,Faculty of Veterinary Medicine,10-Jun-1988,9-Jun-1993,0,Faculty of Veterinary Science,General Cooperation,,9-Sep-15
NETHERLANDS,Europe,NL010-1995A001,Utrecht University,,,,29-May-1995,unlimited,1,University,General Cooperation,,9-Sep-15
NETHERLANDS,Europe,NL010-2003B291,Utrecht University,,,Utrecht School of Economics,12-Nov-2003,1-Sep-2018,0,Faculty of Economics,Student Exchange,Replaced by the new agreement signed on 1-Sep-2018,9-Sep-15
NETHERLANDS,Europe,NL010-2018B291,Utrecht University,,,"School of Economics, Faculty of Law, Economics and Governance",1-Sep-2018,31-Aug-2023,1,Faculty of Economics,Student Exchange,,11-Dec-18
NETHERLANDS,Europe,NL010-2018O001,Utrecht University,,,Summer School,18-Dec-2018,17-Dec-2020,,University,Others: Discount for Utrecht Summer School,,20-Dec-18
NETHERLANDS,Europe,NL011-2005B291,Vrije Universiteit Amsterdam,,,Faculty of Economics & Business Administration,18-Jul-2005,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL011-2011B261,Vrije Universiteit Amsterdam,,,Faculty of Economics & Business Administration,30-May-2011,31-Jul-2014,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NETHERLANDS,Europe,NL012-2009A371,VU University Medical Center,,,,6-Apr-2009,5-Apr-2012,0,Faculty of Allied Health Sciences,General Cooperation,,9-Sep-15
NETHERLANDS,Europe,NL013-2001F741,Wageningen University,,,,23-Apr-2001,30-Jun-2005,0,Environmental Research Institute,Research Collaboration / Joint Research,,9-Sep-15
NEW ZEALAND,Oceania,NZ001-1999A351,Auckland University of Technology,,,,28-Sep-1999,27-Sep-2002,0,Faculty of Fine and Applied Arts,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ001-2000A001,Auckland University of Technology,,,,29-Aug-2000,28-Aug-2005,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ001-2000B351,Auckland University of Technology,,,,1-Sep-2000,31-Aug-2003,0,Faculty of Fine and Applied Arts,Student Exchange,,9-Sep-15
NEW ZEALAND,Oceania,NZ001-2002B261,Auckland University of Technology,,,Faculty of Business,15-Jun-2002,14-Jun-2007,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NEW ZEALAND,Oceania,NZ001-2005A001,Auckland University of Technology,,,,11-Nov-2005,10-Nov-2008,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ001-2009A001,Auckland University of Technology,,,,2-Dec-2009,1-Dec-2014,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ005-2012A001,"Auckland, University of",,,,23-Jul-2012,22-Jul-2017,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ005-2018A001,"Auckland, University of",,,,12-Dec-2018,11-Dec-2023,1,University,General Cooperation,,21-Dec-18
NEW ZEALAND,Oceania,NZ002-2008A391,Lincoln University,,,,17-Jul-2008,16-Jul-2016,0,Faculty of Sports Science,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ006-2013A001,Massey University,,,,25-Jul-2013,24-Jul-2018,0,Faculty of Commerce and Accountancy,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ003-1994A001,"Otago, University of",,,,1-Sep-1994,31-Aug-1999,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ003-1996A331,"Otago, University of",,,,1-Apr-1996,31-Mar-2001,0,Faculty of Pharmaceutical Sciences,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ003-2004A001,"Otago, University of",,,,4-Apr-2004,31-Aug-2009,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ003-2009A001,"Otago, University of",,,,9-Sep-2009,31-Aug-2014,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ003-2014A001,"Otago, University of",,,,27-Jun-2014,26-Jun-2019,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ004-1996A001,Victoria University of Wellington,,,,29-Nov-1996,28-Nov-1999,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ004-2006B291,Victoria University of Wellington,,,School of Economics and Finance,20-Feb-2006,19-Feb-2009,0,Faculty of Economics,Student Exchange,,9-Sep-15
NEW ZEALAND,Oceania,NZ004-2008A001,Victoria University of Wellington,,,,22-Jul-2008,21-Jul-2013,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ004-2008B001,Victoria University of Wellington,,,,22-Jul-2008,21-Jul-2013,0,University,Student Exchange,,9-Sep-15
NEW ZEALAND,Oceania,NZ004-2013A001,Victoria University of Wellington,,,,29-Jul-2013,28-Jul-2018,0,University,General Cooperation,,9-Sep-15
NEW ZEALAND,Oceania,NZ004-2013B001,Victoria University of Wellington,,,,29-Jul-2013,28-Jul-2018,0,University,Student Exchange,,9-Sep-15
NEW ZEALAND,Oceania,NZ004-2015B291,Victoria University of Wellington,,,,24-Feb-2015,auto renew,,Faculty of Economics,Student Exchange,,19-Sep-18
NEW ZEALAND,Oceania,NZ004-2018A001,Victoria University of Wellington,,,,27-Aug-2018,26-Aug-2023,1,University,General Cooperation,,17-Sep-18
NEW ZEALAND,Oceania,NZ004-2018B001,Victoria University of Wellington,,,,27-Aug-2018,26-Aug-2023,1,University,Student Exchange,,17-Sep-18
NORWAY,Europe,NO001-2003A001,"Bergen, University of",,,,13-Oct-2003,auto renew,1,University,General Cooperation,,9-Sep-15
NORWAY,Europe,NO001-2003B001,"Bergen, University of",,,,13-Oct-2003,auto renew,1,University,Student Exchange,,9-Sep-15
NORWAY,Europe,NO002-2003B291,BI Norwegian School of Management,,,,10-Oct-2003,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
NORWAY,Europe,NO002-2007B261,BI Norwegian School of Management,,,,26-Jan-2007,25-Jan-2010,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
NORWAY,Europe,NO003-1991E811,Norwegian Shipping Development Company,,SHIPDECO GROUP,,16-Dec-1991,unlimited,1,Transportation Institute,Collaboration on Program Development,,9-Sep-15
NORWAY,Europe,NO005-2012A251,Oslo School of Architecture and Design,,,,19-Mar-2012,18-Mar-2017,0,Faculty of Architecture,General Cooperation,,9-Sep-15
NORWAY,Europe,NO005-2017A251,Oslo School of Architecture and Design,,,,24-Aug-2017,23-Aug-2022,1,Faculty of Architecture,General Cooperation,,7-May-18
NORWAY,Europe,NO004-2004B291,"Oslo, University of",,,"Department of Economics, Faculty of Social Science",19-Feb-2004,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
NORWAY,Europe,NO006-2015A001,University Centre in Svalbard,,,,13-Nov-2015,12-Nov-2020,1,University,General Cooperation,,26-Nov-15
PAKISTAN,Asia,PK001-2011A37921,"Agriculture, Faisalabad, University of",,,National Institute of Food Science and Technology,23-May-2011,unlimited,1,Faculty of Allied Health Sciences / Halal Science Center,General Cooperation,,9-Sep-15
PAKISTAN,Asia,PK001-2012I921,"Agriculture, Faisalabad, University of",,,,13-Oct-2012,auto renew,1,Halal Science Center,International Networking,,9-Sep-15
PANAMA,America,PA001-2003A001,"Panama, University of",,,,18-Jun-2003,17-Jun-2008,0,University,General Cooperation,,9-Sep-15
PERU,America,PE001-2003A001,"Diplomatic Academy of Peru, the",,,,9-Apr-2003,auto renew,1,University,General Cooperation,,9-Sep-15
PERU,America,PE002-2013A001,National University Presidents Assembly of Peru,,,,5-Oct-2013,unlimited,1,University,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH006-2015A001,Ateneo de Manila University,,,,19-Jan-2015,18-Jan-2020,1,University,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH006-2015B001,Ateneo de Manila University,,,,19-Jan-2015,18-Jan-2020,1,University,Student Exchange,,9-Sep-15
PHILIPPINES,Asia,PH001-2007A001,De La Salle University,,,,18-Apr-2007,unlimited,1,University,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH001-2007B001,De La Salle University,,,,18-Apr-2007,unlimited,1,University,Student Exchange,,9-Sep-15
PHILIPPINES,Asia,PH002-2014A001,Mapua Institute of Technology,,,,24-Jun-2014,23-Jun-2019,0,University,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH003-1985A001,"Philippines, University of the",,,,3-Sep-1985,2-Sep-1988,0,University,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH003-1995A001,"Philippines, University of the",,,,31-Aug-1995,31-Aug-2000,0,University,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH004-2006A211,"Philippines, University of the, Diliman",,,,5-Dec-2006,auto renew,1,Faculty of Engineering,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH005-2003A001,"Santo Tomas, University of",,,,25-Mar-2003,24-Mar-2008,0,University,General Cooperation,,9-Sep-15
PHILIPPINES,Asia,PH005-2011A001,"Santo Tomas, University of",,,,29-Sep-2011,auto renew,1,University,General Cooperation,,9-Sep-15
POLAND,Europe,PL003-2018A001,Jagiellonian University in Krakow,,,,19-Apr-2018,18-Apr-2023,,University,General Cooperation,,30-Apr-18
POLAND,Europe,,Jagiellonian University in Krakow,,,,26-Mar-2019,25-Mar-2024,,University,Student Exchange,with details on staff exchanges,1-Apr-19
POLAND,Europe,PL002-2016B001,Warsaw School of Economics,,,,11-Feb-2016,31-Dec-2021,1,University,Student Exchange,Erasmus+,9-Mar-16
POLAND,Europe,PL001-2005A211,Warsaw University of Technology,,,,26-May-2005,25-May-2010,0,Faculty of Engineering,General Cooperation,,9-Sep-15
PORTUGAL,Europe,PT006-2016O001,"Camoes, Instituto da Cooperacao e da Lingua, I.P.",,,,17-May-2016,16-May-2019,0,University,Others: Allocation of financial support for the teaching of Portuguese language and culture in CU,,18-May-16
PORTUGAL,Europe,PT001-2002A001,"Coimbra, University of",,,,14-Jun-2002,unlimited,1,University,General Cooperation,,9-Sep-15
PORTUGAL,Europe,PT005-2015B001,"Minho, University of",,,,27-Nov-2015,31-Jul-2017,0,University,Student Exchange,Erasmus+ (Chemical Engineering),28-Dec-15
PORTUGAL,Europe,PT005-2018B001,"Minho, University of",,,,31-Jul-2018,31-Jul-2020,1,University,Student Exchange,Erasmus+,3-Aug-18
PORTUGAL,Europe,PT004-2015B291,"Nova de Lisboa, Universidade",,,Nova School of Business and Economics,5-Feb-2015,4-Feb-2018,0,Faculty of Economics,Student Exchange,,9-Sep-15
PORTUGAL,Europe,PT002-2009A391,"Porto, University of",,,,8-May-2009,auto renew,1,Faculty of Sports Science,General Cooperation,,9-Sep-15
PORTUGAL,Europe,PT003-2009A001,"Technical University of Lisbon, the",,,,24-Mar-2009,23-Mar-2014,0,University,General Cooperation,,9-Sep-15
ROMANIA,Europe,RO001-2003A001,Transilvania University of Brasov,,,,25-Sep-2003,unlimited,1,University,General Cooperation,,9-Sep-15
RUSSIA,Europe,RU001-1998A001,Far Eastern State University,,,,19-Aug-1998,28-Jul-2003,0,University,General Cooperation,,9-Sep-15
